Solution Label	Type	Element	Soln Conc	Units	强度	重复项
CC	QC	Y	1.0192	比值	129860	3
CC	QC	Y	1.0205	比值	239680	3
CC	QC	Y	1.0201	比值	162390	3
CC	QC	Zn	0.49824	mg/L	10358	3
CC	QC	Zn(ref)	未校正	mg/L	10570	3
CC	QC	Zn(ref)	0.54333	mg/L	1694.1	3
CC	QC	Zr	未校正	mg/L	916.15	3
CC	QC	Zr(ref)	未校正	mg/L	934.59	3
CC	QC	Zr(ref)	未校正	mg/L	1134.4	3
CC	QC	Zr(ref)	未校正	mg/L	13905	3
Water	样品	Al	27.457	ppm	1323900	3
Water	样品	Al(ref)	60.569	ppm	852440	3
Water	样品	Al(ref)	0.01536	mg/L	1718.2	3
Water	样品	As	15.876	ppm	19923	3
Water	样品	As(ref)	0.01361	mg/L	26.075	3
Water	样品	As(ref)	0.01615	ppm	24.852	3
Water	样品	As(ref)	-0.00651	ppm	13.073	3
Water	样品	As(ref)	-0.07978	ppm	40.743	3
Water	样品	B	20.28	ppm	34448	3
Water	样品	B(ref)	0.01494	ppm	45.742	3
Water	样品	B(ref)	0.01829	ppm	371.36	3
Water	样品	B(ref)	0.01699	ppm	648.11	3
Water	样品	Ba	18.207	ppm	1119800	3
Water	样品	Ba(ref)	0.02154	ppm	959.32	3
Water	样品	Ba(ref)	0.02186	ppm	1453.4	3
Water	样品	Ba(ref)	0.0218	ppm	33676	3
Water	样品	Ba(ref)	0.16443	ppm	166670	3
Water	样品	Ca	####	ppm	####	3
Water	样品	Ca(ref)	未校正	ppm	487380	3
Water	样品	Ca(ref)	未校正	ppm	28629000	3
Water	样品	Ca(ref)	####	ppm	####	3
Water	样品	Ca(ref)	未校正	ppm	1695100	3
Water	样品	Cd	1.3381	ppm	41627	3
Water	样品	Cd(ref)	-0.01145	ppm	46.609	3
Water	样品	Cd(ref)	-0.01855	ppm	44.491	3
Water	样品	Cd(ref)	-0.0181	ppm	56.122	3
Water	样品	Cd(ref)	0.02542	ppm	216.61	3
Water	样品	Cd(ref)	0.02461	ppm	-4.2297	3
Water	样品	Co	2.5592	ppm	28765	3
Water	样品	Co(ref)	0.00083	ppm	51.503	3
Water	样品	Co(ref)	0.00249	ppm	37.722	3
Water	样品	Co(ref)	0.00183	ppm	37.427	3
Water	样品	Cr	1.7782	ppm	59219	3
Water	样品	Cr(ref)	-0.00317	ppm	27.083	3
Water	样品	Cr(ref)	-0.00282	ppm	13.125	3
Water	样品	Cr(ref)	-0.00433	ppm	77.46	3
Water	样品	Cu	9.1983	ppm	497700	3
Water	样品	Cu(ref)	0.01018	ppm	117.68	3
Water	样品	Cu(ref)	0.00358	ppm	1212.2	3
Water	样品	Cu(ref)	0.00837	ppm	652.04	3
Water	样品	Fe	16.669	ppm	406430	3
Water	样品	Fe(ref)	-0.00994	ppm	262.63	3
Water	样品	Fe(ref)	-0.0078	ppm	523.58	3
Water	样品	Fe(ref)	-0.00796	ppm	257.68	3
Water	样品	Hg	10.855	ppm	22795	3
Water	样品	Hg(ref)	0.00393	ppm	30.474	3
Water	样品	Hg(ref)	0.00495	ppm	28.899	3
Water	样品	Hg(ref)	0.0005	ppm	31.101	3
Water	样品	K	未校正	ppm	168320000	3
Water	样品	K(ref)	未校正	ppm	2044.9	3
Water	样品	K(ref)	未校正	ppm	194.39	3
Water	样品	K(ref)	未校正	ppm	16347	3
Water	样品	K(ref)	未校正	ppm	219000	3
Water	样品	K(ref)	未校正	ppm	200700	3
Water	样品	Mg	1656.3	ppm	1275000000	3
Water	样品	Mg(ref)	2.1283	ppm	1656800	3
Water	样品	Mg(ref)	2.2404	ppm	7460.3	3
Water	样品	Mg(ref)	2.1139	ppm	396260	3
Water	样品	Mg(ref)	2.2393	ppm	65011	3
Water	样品	Mn	4.5263	ppm	849940	3
Water	样品	Mn(ref)	0.0051	ppm	1108.2	3
Water	样品	Mn(ref)	0.0051	ppm	513.82	3
Water	样品	Mn(ref)	0.00563	ppm	108.66	3
Water	样品	Mo	11.755	ppm	25809	3
Water	样品	Mo(ref)	-0.00116	ppm	33.64	3
Water	样品	Mo(ref)	-0.00299	ppm	77.141	3
Water	样品	Mo(ref)	-0.00378	ppm	43.321	3
Water	样品	Na	17476	ppm	3506800000	3
Water	样品	Na(ref)	未校正	ppm	19222	3
Water	样品	Na(ref)	未校正	ppm	7456.3	3
Water	样品	Na(ref)	20.444	ppm	8280700	3
Water	样品	Na(ref)	22.304	ppm	4567700	3
Water	样品	Ni	0.0029	ppm	34.094	3
Water	样品	Ni(ref)	0.00207	ppm	42.577	3
Water	样品	Ni(ref)	0.00673	ppm	26.196	3
Water	样品	Ni(ref)	0.0029	ppm	34.094	3
Water	样品	Pb	2.2373	ppm	5439.7	3
Water	样品	Pb	4.8023	ppm	10047	3
Water	样品	Pb(ref)	未校正	ppm	37.772	3
Water	样品	Pb(ref)	0.01534	ppm	14.109	3
Water	样品	Pb(ref)	0.00073	ppm	7.2935	3
Water	样品	Pb(ref)	未校正	ppm	30.952	3
Water	样品	Pb(ref)	0.00221	ppm	26.295	3
Water	样品	Pb(ref)	未校正	mg/L	19.572	3
Water	样品	Pb(ref)	0.00164	ppm	9.6924	3
Water	样品	Sb	11.466	ppm	23287	3
Water	样品	Sb(ref)	0.00607	ppm	29.963	3
Water	样品	Sb(ref)	0.00636	ppm	15.841	3
Water	样品	Sb(ref)	0.01352	ppm	18.627	3
Water	样品	Sc	0.02	比值	17.86	3
Water	样品	Sc	0.01	比值	48.18	3
Water	样品	Sc	0	比值	31.73	3
Water	样品	Se	60.548	ppm	38389	3
Water	样品	Se(ref)	0.06081	ppm	52.183	3
Water	样品	Se(ref)	0.0417	ppm	34.826	3
Water	样品	Sn	3.9024	ppm	4943.2	3
Water	样品	Sn(ref)	-0.04438	ppm	7.2396	3
Water	样品	Sn(ref)	-0.07841	ppm	15.096	3
Water	样品	Sn(ref)	-0.02164	ppm	32.45	3
Water	样品	Sr	61.469	ppm	361430000	3
Water	样品	Sr(ref)	0.07968	ppm	468930	3
Water	样品	Sr(ref)	0.07987	ppm	194870	3
Water	样品	Sr(ref)	0.09576	ppm	13983	3
Water	样品	Ti	0.59661	ppm	71239	3
Water	样品	Ti(ref)	-0.00341	ppm	101.66	3
Water	样品	Ti(ref)	-0.00974	ppm	93.745	3
Water	样品	Ti(ref)	-0.00363	ppm	33.674	3
Water	样品	Y	0.00077	比值	98.064	3
Water	样品	Y	0.00135	比值	317.49	3
Water	样品	Y	0.00091	比值	145.39	3
Water	样品	Zn	227.22	ppm	4477200	3
Water	样品	Zn(ref)	未校正	ppm	5827	3
Water	样品	Zn(ref)	0.28975	ppm	949.84	3
Water	样品	Zr	未校正	ppm	18173	3
Water	样品	Zr(ref)	未校正	ppm	26.805	3
Water	样品	Zr(ref)	未校正	ppm	92.592	3
Water	样品	Zr(ref)	未校正	ppm	4.687	3
BLK	样品	Al	3.6532	ppm	176990	3
BLK	样品	Al(ref)	58.119	ppm	817980	3
BLK	样品	Al(ref)	-0.01828	mg/L	106.17	3
BLK	样品	As	21.265	ppm	26684	3
BLK	样品	As(ref)	0.00644	mg/L	17.156	3
BLK	样品	As(ref)	0.01718	ppm	26.075	3
BLK	样品	As(ref)	0.0212	ppm	20.929	3
BLK	样品	As(ref)	-0.1	ppm	32.314	3
BLK	样品	B	14.195	ppm	24117	3
BLK	样品	B(ref)	-0.00177	ppm	16.966	3
BLK	样品	B(ref)	-0.00187	ppm	39.438	3
BLK	样品	B(ref)	-0.00214	ppm	49.178	3
BLK	样品	Ba	0.82902	ppm	51067	3
BLK	样品	Ba(ref)	-0.00072	ppm	34.606	3
BLK	样品	Ba(ref)	-0.00089	ppm	33.365	3
BLK	样品	Ba(ref)	-0.00099	ppm	392.94	3
BLK	样品	Ba(ref)	-0.00081	ppm	884.29	3
BLK	样品	Ca	未校正	ppm	856160000	3
BLK	样品	Ca(ref)	未校正	ppm	4362.7	3
BLK	样品	Ca(ref)	未校正	ppm	337850	3
BLK	样品	Ca(ref)	未校正	ppm	521390	3
BLK	样品	Ca(ref)	未校正	ppm	14328	3
BLK	样品	Cd	1.7194	ppm	53424	3
BLK	样品	Cd(ref)	-0.0127	ppm	12.059	3
BLK	样品	Cd(ref)	-0.01952	ppm	11.085	3
BLK	样品	Cd(ref)	-0.01892	ppm	33.585	3
BLK	样品	Cd(ref)	0.04885	ppm	245.53	3
BLK	样品	Cd(ref)	0.03003	ppm	20.769	3
BLK	样品	Co	2.1683	ppm	24372	3
BLK	样品	Co(ref)	-0.00077	ppm	21.87	3
BLK	样品	Co(ref)	0.0009	ppm	17.98	3
BLK	样品	Co(ref)	0.0001	ppm	17.807	3
BLK	样品	Cr	0.88661	ppm	29637	3
BLK	样品	Cr(ref)	-0.0047	ppm	17.164	3
BLK	样品	Cr(ref)	-0.00504	ppm	8.9365	3
BLK	样品	Cr(ref)	-0.00611	ppm	17.849	3
BLK	样品	Cu	1.12	ppm	60706	3
BLK	样品	Cu(ref)	-0.00144	ppm	8.5267	3
BLK	样品	Cu(ref)	-0.00784	ppm	500.74	3
BLK	样品	Cu(ref)	-0.00288	ppm	40.498	3
BLK	样品	Fe	0.93747	ppm	23488	3
BLK	样品	Fe(ref)	-0.03078	ppm	22.058	3
BLK	样品	Fe(ref)	-0.02845	ppm	14.763	3
BLK	样品	Fe(ref)	-0.02652	ppm	30.735	3
BLK	样品	Hg	20.129	ppm	42253	3
BLK	样品	Hg(ref)	0.00275	ppm	27.961	3
BLK	样品	Hg(ref)	-0.00045	ppm	9.3307	3
BLK	样品	Hg(ref)	-0.00386	ppm	14.509	3
BLK	样品	K	未校正	ppm	2297100	3
BLK	样品	K(ref)	未校正	ppm	1315.6	3
BLK	样品	K(ref)	未校正	ppm	45.514	3
BLK	样品	K(ref)	未校正	ppm	16139	3
BLK	样品	K(ref)	未校正	ppm	1473.1	3
BLK	样品	K(ref)	未校正	ppm	37906	3
BLK	样品	Mg	33.762	ppm	25995000	3
BLK	样品	Mg(ref)	0.013	ppm	16175	3
BLK	样品	Mg(ref)	0.01088	ppm	73.905	3
BLK	样品	Mg(ref)	0.01269	ppm	3808	3
BLK	样品	Mg(ref)	0.01403	ppm	619.55	3
BLK	样品	Mn	0.26795	ppm	50462	3
BLK	样品	Mn(ref)	-0.00052	ppm	33.421	3
BLK	样品	Mn(ref)	-0.00036	ppm	34.694	3
BLK	样品	Mn(ref)	0	ppm	12.637	3
BLK	样品	Mo	31.101	ppm	68233	3
BLK	样品	Mo(ref)	0.00471	ppm	46.577	3
BLK	样品	Mo(ref)	0.00398	ppm	121.43	3
BLK	样品	Mo(ref)	0.00627	ppm	83.719	3
BLK	样品	Na	298.58	ppm	59932000	3
BLK	样品	Na(ref)	未校正	ppm	14649	3
BLK	样品	Na(ref)	未校正	ppm	374.02	3
BLK	样品	Na(ref)	0.05142	ppm	109670	3
BLK	样品	Na(ref)	0.04739	ppm	39008	3
BLK	样品	Ni	-0.00186	ppm	12.514	3
BLK	样品	Ni(ref)	-0.00264	ppm	11.347	3
BLK	样品	Ni(ref)	-0.00189	ppm	8.2329	3
BLK	样品	Ni(ref)	-0.00186	ppm	12.514	3
BLK	样品	Pb	2.4493	ppm	5954.3	3
BLK	样品	Pb	8.8722	ppm	18548	3
BLK	样品	Pb(ref)	未校正	ppm	42.339	3
BLK	样品	Pb(ref)	0.00185	ppm	5.7409	3
BLK	样品	Pb(ref)	-0.00015	ppm	5.1205	3
BLK	样品	Pb(ref)	未校正	ppm	19.378	3
BLK	样品	Pb(ref)	0.00038	ppm	23.891	3
BLK	样品	Pb(ref)	未校正	mg/L	5.2813	3
BLK	样品	Pb(ref)	0.01516	ppm	53.789	3
BLK	样品	Sb	4.1819	ppm	8502.5	3
BLK	样品	Sb(ref)	-0.0057	ppm	5.9339	3
BLK	样品	Sb(ref)	-0.00543	ppm	5.0877	3
BLK	样品	Sb(ref)	0.01935	ppm	24.169	3
BLK	样品	Sc	0.01	比值	10.43	3
BLK	样品	Sc	0	比值	39.72	3
BLK	样品	Sc	错误	比值	22.45	3
BLK	样品	Se	170.43	ppm	108040	3
BLK	样品	Se(ref)	0.09473	ppm	73.786	3
BLK	样品	Se(ref)	0.07675	ppm	51.508	3
BLK	样品	Sn	13.637	ppm	17123	3
BLK	样品	Sn(ref)	-0.04173	ppm	10.571	3
BLK	样品	Sn(ref)	-0.07204	ppm	17.741	3
BLK	样品	Sn(ref)	-0.02029	ppm	36.319	3
BLK	样品	Sr	1.2872	ppm	7571700	3
BLK	样品	Sr(ref)	0.00025	ppm	4638	3
BLK	样品	Sr(ref)	0.00026	ppm	1817.6	3
BLK	样品	Sr(ref)	0.00076	ppm	179.08	3
BLK	样品	Ti	0.5996	ppm	71590	3
BLK	样品	Ti(ref)	-0.00362	ppm	48.661	3
BLK	样品	Ti(ref)	-0.01015	ppm	45.079	3
BLK	样品	Ti(ref)	-0.00361	ppm	34.3	3
BLK	样品	Y	0.00037	比值	47.21	3
BLK	样品	Y	0.00073	比值	171.04	3
BLK	样品	Y	0.00028	比值	44.165	3
BLK	样品	Zn	1.8737	ppm	37457	3
BLK	样品	Zn(ref)	未校正	ppm	24.868	3
BLK	样品	Zn(ref)	-0.02984	ppm	11.878	3
BLK	样品	Zr	未校正	ppm	16412	3
BLK	样品	Zr(ref)	未校正	ppm	8.8713	3
BLK	样品	Zr(ref)	未校正	ppm	55.597	3
BLK	样品	Zr(ref)	未校正	ppm	20.296	3
M BLK	样品	Al	0.51282	ppm	25677	3
M BLK	样品	Al(ref)	0.53088	ppm	8212	3
M BLK	样品	Al(ref)	0.53937	mg/L	26827	3
M BLK	样品	As	0.04781	ppm	65.615	3
M BLK	样品	As(ref)	0.04764	mg/L	68.424	3
M BLK	样品	As(ref)	0.05414	ppm	69.983	3
M BLK	样品	As(ref)	0.03623	ppm	25.19	3
M BLK	样品	As(ref)	0.11691	ppm	122.74	3
M BLK	样品	B	0.20254	ppm	362.04	3
M BLK	样品	B(ref)	0.20807	ppm	378.19	3
M BLK	样品	B(ref)	0.21234	ppm	3566.2	3
M BLK	样品	B(ref)	0.21167	ppm	6743.9	3
M BLK	样品	Ba	0.19852	ppm	12292	3
M BLK	样品	Ba(ref)	0.20183	ppm	8450.6	3
M BLK	样品	Ba(ref)	0.20426	ppm	12841	3
M BLK	样品	Ba(ref)	0.20845	ppm	306340	3
M BLK	样品	Ba(ref)	0.23575	ppm	238230	3
M BLK	样品	Ca	####	ppm	####	3
M BLK	样品	Ca(ref)	未校正	ppm	507070	3
M BLK	样品	Ca(ref)	未校正	ppm	30012000	3
M BLK	样品	Ca(ref)	####	ppm	####	3
M BLK	样品	Ca(ref)	未校正	ppm	1561100	3
M BLK	样品	Cd	-0.0018	ppm	181.36	3
M BLK	样品	Cd(ref)	-0.00827	ppm	135.14	3
M BLK	样品	Cd(ref)	-0.01463	ppm	178.83	3
M BLK	样品	Cd(ref)	-0.01327	ppm	189.02	3
M BLK	样品	Cd(ref)	0.03064	ppm	223.06	3
M BLK	样品	Cd(ref)	0.03591	ppm	47.883	3
M BLK	样品	Co	0.00189	ppm	33.661	3
M BLK	样品	Co(ref)	0.0008	ppm	51.121	3
M BLK	样品	Co(ref)	0.00235	ppm	35.902	3
M BLK	样品	Co(ref)	0.00164	ppm	35.225	3
M BLK	样品	Cr	0.24729	ppm	8426.3	3
M BLK	样品	Cr(ref)	0.2589	ppm	1725.7	3
M BLK	样品	Cr(ref)	0.2499	ppm	489.92	3
M BLK	样品	Cr(ref)	0.25534	ppm	8802.9	3
M BLK	样品	Cu	0.1122	ppm	6189	3
M BLK	样品	Cu(ref)	0.10921	ppm	1047.9	3
M BLK	样品	Cu(ref)	0.11225	ppm	7985.9	3
M BLK	样品	Cu(ref)	0.1153	ppm	6464.6	3
M BLK	样品	Fe	0.90131	ppm	22608	3
M BLK	样品	Fe(ref)	0.93181	ppm	11133	3
M BLK	样品	Fe(ref)	0.9296	ppm	23620	3
M BLK	样品	Fe(ref)	0.92108	ppm	11618	3
M BLK	样品	Hg	0.00058	ppm	20.282	3
M BLK	样品	Hg(ref)	-0.00038	ppm	21.253	3
M BLK	样品	Hg(ref)	0.00254	ppm	20.158	3
M BLK	样品	Hg(ref)	-0.00325	ppm	16.836	3
M BLK	样品	K	未校正	ppm	90761	3
M BLK	样品	K(ref)	未校正	ppm	2257.9	3
M BLK	样品	K(ref)	未校正	ppm	40.225	3
M BLK	样品	K(ref)	未校正	ppm	15309	3
M BLK	样品	K(ref)	未校正	ppm	94844	3
M BLK	样品	K(ref)	未校正	ppm	94711	3
M BLK	样品	Mg	1.0978	ppm	851170	3
M BLK	样品	Mg(ref)	1.1387	ppm	889290	3
M BLK	样品	Mg(ref)	1.1411	ppm	3818.4	3
M BLK	样品	Mg(ref)	1.1164	ppm	209960	3
M BLK	样品	Mg(ref)	1.1109	ppm	32358	3
M BLK	样品	Mn	0.01493	ppm	2960.2	3
M BLK	样品	Mn(ref)	0.01546	ppm	3090	3
M BLK	样品	Mn(ref)	0.01716	ppm	1572.8	3
M BLK	样品	Mn(ref)	0.01545	ppm	276.22	3
M BLK	样品	Mo	0.15091	ppm	363.14	3
M BLK	样品	Mo(ref)	0.15586	ppm	379.24	3
M BLK	样品	Mo(ref)	0.15807	ppm	1099.2	3
M BLK	样品	Mo(ref)	0.15405	ppm	677.84	3
M BLK	样品	Na	6.3775	ppm	1299500	3
M BLK	样品	Na(ref)	未校正	ppm	15672	3
M BLK	样品	Na(ref)	未校正	ppm	2347.2	3
M BLK	样品	Na(ref)	6.3238	ppm	2622900	3
M BLK	样品	Na(ref)	6.5289	ppm	1357800	3
M BLK	样品	Ni	0.00479	ppm	42.635	3
M BLK	样品	Ni(ref)	0.0081	ppm	82.611	3
M BLK	样品	Ni(ref)	-0.00138	ppm	9.3016	3
M BLK	样品	Ni(ref)	0.00479	ppm	42.635	3
M BLK	样品	Pb	0.01685	ppm	50.42	3
M BLK	样品	Pb	0.01818	ppm	55.273	3
M BLK	样品	Pb(ref)	未校正	ppm	42.013	3
M BLK	样品	Pb(ref)	0.0269	ppm	21.284	3
M BLK	样品	Pb(ref)	0.01902	ppm	52.442	3
M BLK	样品	Pb(ref)	未校正	ppm	27.101	3
M BLK	样品	Pb(ref)	0.029	ppm	61.346	3
M BLK	样品	Pb(ref)	未校正	mg/L	40.671	3
M BLK	样品	Pb(ref)	0.0162	ppm	57.177	3
M BLK	样品	Sb	0.00777	ppm	30.108	3
M BLK	样品	Sb(ref)	0.00676	ppm	31.374	3
M BLK	样品	Sb(ref)	0.00688	ppm	16.311	3
M BLK	样品	Sb(ref)	0.01156	ppm	16.763	3
M BLK	样品	Sc	1.1	比值	1204.57	3
M BLK	样品	Sc	1.11	比值	10370.09	3
M BLK	样品	Sc	1.1	比值	12886.49	3
M BLK	样品	Se	0.08651	ppm	63.761	3
M BLK	样品	Se(ref)	0.08355	ppm	66.663	3
M BLK	样品	Se(ref)	0.09102	ppm	58.302	3
M BLK	样品	Sn	0.03151	ppm	99.98	3
M BLK	样品	Sn(ref)	0.033	ppm	104.32	3
M BLK	样品	Sn(ref)	0.31767	ppm	179.47	3
M BLK	样品	Sn(ref)	0.12454	ppm	449.36	3
M BLK	样品	Sr	0.03107	ppm	185860	3
M BLK	样品	Sr(ref)	0.03267	ppm	194180	3
M BLK	样品	Sr(ref)	0.03273	ppm	80552	3
M BLK	样品	Sr(ref)	0.03299	ppm	4862.4	3
M BLK	样品	Ti	0.05016	ppm	7097.6	3
M BLK	样品	Ti(ref)	0.05072	ppm	13462	3
M BLK	样品	Ti(ref)	0.05168	ppm	7404.1	3
M BLK	样品	Ti(ref)	0.05163	ppm	2296.4	3
M BLK	样品	Y	1.0491	比值	133670	3
M BLK	样品	Y	1.0449	比值	245420	3
M BLK	样品	Y	1.0451	比值	166360	3
M BLK	样品	Zn	0.06988	ppm	1918.3	3
M BLK	样品	Zn(ref)	未校正	ppm	2003.6	3
M BLK	样品	Zn(ref)	0.07392	ppm	316.38	3
M BLK	样品	Zr	未校正	ppm	1459.5	3
M BLK	样品	Zr(ref)	未校正	ppm	1524.1	3
M BLK	样品	Zr(ref)	未校正	ppm	1844.2	3
M BLK	样品	Zr(ref)	未校正	ppm	15681	3
M BS	样品	Al	1.5018	ppm	73330	3
M BS	样品	Al(ref)	1.5237	ppm	22172	3
M BS	样品	Al(ref)	1.6336	mg/L	79258	3
M BS	样品	As	0.50517	ppm	639.41	3
M BS	样品	As(ref)	0.54793	mg/L	691.07	3
M BS	样品	As(ref)	0.55678	ppm	667.01	3
M BS	样品	As(ref)	0.54678	ppm	169.96	3
M BS	样品	As(ref)	0.59953	ppm	323.93	3
M BS	样品	B	1.0097	ppm	1732.3	3
M BS	样品	B(ref)	1.0761	ppm	1872.4	3
M BS	样品	B(ref)	1.1013	ppm	18202	3
M BS	样品	B(ref)	1.0897	ppm	34237	3
M BS	样品	Ba	0.85255	ppm	52514	3
M BS	样品	Ba(ref)	0.89482	ppm	37244	3
M BS	样品	Ba(ref)	0.90784	ppm	56765	3
M BS	样品	Ba(ref)	0.9187	ppm	1343800	3
M BS	样品	Ba(ref)	0.95019	ppm	955050	3
M BS	样品	Ca	####	ppm	####	3
M BS	样品	Ca(ref)	未校正	ppm	577530	3
M BS	样品	Ca(ref)	####	ppm	####	3
M BS	样品	Ca(ref)	####	ppm	####	3
M BS	样品	Ca(ref)	未校正	ppm	1872700	3
M BS	样品	Cd	0.49886	ppm	15668	3
M BS	样品	Cd(ref)	0.55899	ppm	15899	3
M BS	样品	Cd(ref)	0.56522	ppm	20055	3
M BS	样品	Cd(ref)	0.59569	ppm	16935	3
M BS	样品	Cd(ref)	0.56342	ppm	880.32	3
M BS	样品	Cd(ref)	0.52575	ppm	2307.7	3
M BS	样品	Co	0.49762	ppm	5603.1	3
M BS	样品	Co(ref)	0.53066	ppm	9883.2	3
M BS	样品	Co(ref)	0.52817	ppm	6554	3
M BS	样品	Co(ref)	0.53268	ppm	6056.2	3
M BS	样品	Cr	0.5128	ppm	17235	3
M BS	样品	Cr(ref)	0.54389	ppm	3572.8	3
M BS	样品	Cr(ref)	0.54409	ppm	1044.9	3
M BS	样品	Cr(ref)	0.54778	ppm	18629	3
M BS	样品	Cu	0.61712	ppm	33503	3
M BS	样品	Cu(ref)	0.63506	ppm	5987.6	3
M BS	样品	Cu(ref)	0.66182	ppm	42241	3
M BS	样品	Cu(ref)	0.66253	ppm	36213	3
M BS	样品	Fe	0.7847	ppm	19769	3
M BS	样品	Fe(ref)	0.84427	ppm	10122	3
M BS	样品	Fe(ref)	0.83817	ppm	21368	3
M BS	样品	Fe(ref)	0.83425	ppm	10556	3
M BS	样品	Hg	0.47936	ppm	1024.8	3
M BS	样品	Hg(ref)	0.50732	ppm	1107.6	3
M BS	样品	Hg(ref)	0.51559	ppm	1877.5	3
M BS	样品	Hg(ref)	0.52932	ppm	2042.8	3
M BS	样品	K	未校正	ppm	94460	3
M BS	样品	K(ref)	未校正	ppm	1553.3	3
M BS	样品	K(ref)	未校正	ppm	101.31	3
M BS	样品	K(ref)	未校正	ppm	15445	3
M BS	样品	K(ref)	未校正	ppm	102100	3
M BS	样品	K(ref)	未校正	ppm	110910	3
M BS	样品	Mg	1.636	ppm	1265500	3
M BS	样品	Mg(ref)	1.7557	ppm	1367800	3
M BS	样品	Mg(ref)	1.7588	ppm	5864.9	3
M BS	样品	Mg(ref)	1.7376	ppm	325990	3
M BS	样品	Mg(ref)	1.771	ppm	51460	3
M BS	样品	Mn	0.51096	ppm	96086	3
M BS	样品	Mn(ref)	0.54212	ppm	103860	3
M BS	样品	Mn(ref)	0.54733	ppm	48119	3
M BS	样品	Mn(ref)	0.54956	ppm	9390.4	3
M BS	样品	Mo	0.5512	ppm	1240.9	3
M BS	样品	Mo(ref)	0.59294	ppm	1341.3	3
M BS	样品	Mo(ref)	0.60455	ppm	3932.4	3
M BS	样品	Mo(ref)	0.5959	ppm	2454.2	3
M BS	样品	Na	13.268	ppm	2682200	3
M BS	样品	Na(ref)	未校正	ppm	16216	3
M BS	样品	Na(ref)	未校正	ppm	4547.2	3
M BS	样品	Na(ref)	12.738	ppm	5192900	3
M BS	样品	Na(ref)	14.105	ppm	2899400	3
M BS	样品	Ni	0.52619	ppm	2402.5	3
M BS	样品	Ni(ref)	0.53294	ppm	3565.8	3
M BS	样品	Ni(ref)	0.47855	ppm	1008.5	3
M BS	样品	Ni(ref)	0.52619	ppm	2402.5	3
M BS	样品	Pb	0.49238	ppm	1204.6	3
M BS	样品	Pb	0.49344	ppm	1047.9	3
M BS	样品	Pb(ref)	未校正	ppm	177.09	3
M BS	样品	Pb(ref)	0.52033	ppm	327.48	3
M BS	样品	Pb(ref)	0.52541	ppm	1301.9	3
M BS	样品	Pb(ref)	未校正	ppm	540.87	3
M BS	样品	Pb(ref)	0.5401	ppm	730.15	3
M BS	样品	Pb(ref)	未校正	mg/L	24.317	3
M BS	样品	Pb(ref)	0.51783	ppm	1693.2	3
M BS	样品	Sb	0.48073	ppm	990.08	3
M BS	样品	Sb(ref)	0.51523	ppm	1070.2	3
M BS	样品	Sb(ref)	0.51946	ppm	483.64	3
M BS	样品	Sb(ref)	0.50775	ppm	488.64	3
M BS	样品	Sc	1.01	比值	1108.23	3
M BS	样品	Sc	1.01	比值	9423.51	3
M BS	样品	Sc	0.99	比值	11552.04	3
M BS	样品	Se	0.50444	ppm	328.68	3
M BS	样品	Se(ref)	0.5368	ppm	355.32	3
M BS	样品	Se(ref)	0.51167	ppm	258.55	3
M BS	样品	Sn	0.47689	ppm	657.23	3
M BS	样品	Sn(ref)	0.51614	ppm	710.45	3
M BS	样品	Sn(ref)	0.61985	ppm	304.87	3
M BS	样品	Sn(ref)	0.52432	ppm	1589.6	3
M BS	样品	Sr	0.53268	ppm	3135300	3
M BS	样品	Sr(ref)	0.5792	ppm	3388900	3
M BS	样品	Sr(ref)	0.57141	ppm	1386900	3
M BS	样品	Sr(ref)	0.60181	ppm	87510	3
M BS	样品	Ti	0.5274	ppm	63116	3
M BS	样品	Ti(ref)	0.56361	ppm	140070	3
M BS	样品	Ti(ref)	0.56265	ppm	68221	3
M BS	样品	Ti(ref)	0.57147	ppm	23583	3
M BS	样品	Y	1.0866	比值	138450	3
M BS	样品	Y	1.0809	比值	253860	3
M BS	样品	Y	1.0857	比值	172830	3
M BS	样品	Zn	0.66212	ppm	13587	3
M BS	样品	Zn(ref)	未校正	ppm	14687	3
M BS	样品	Zn(ref)	0.77083	ppm	2361.8	3
M BS	样品	Zr	未校正	ppm	36368	3
M BS	样品	Zr(ref)	未校正	ppm	39312	3
M BS	样品	Zr(ref)	未校正	ppm	43814	3
M BS	样品	Zr(ref)	未校正	ppm	83580	3
Plastic 0.1012	样品	Al	0.64408	ppm	32001	3
Plastic 0.1012	样品	Al(ref)	0.66124	ppm	10045	3
Plastic 0.1012	样品	Al(ref)	0.69004	mg/L	34047	3
Plastic 0.1012	样品	As	0.70105	ppm	885.15	3
Plastic 0.1012	样品	As(ref)	0.74937	mg/L	941.77	3
Plastic 0.1012	样品	As(ref)	0.78367	ppm	936.51	3
Plastic 0.1012	样品	As(ref)	0.72495	ppm	220.48	3
Plastic 0.1012	样品	As(ref)	0.92467	ppm	459.48	3
Plastic 0.1012	样品	B	0.27926	ppm	492.3	3
Plastic 0.1012	样品	B(ref)	0.2926	ppm	523.72	3
Plastic 0.1012	样品	B(ref)	0.29798	ppm	4976.1	3
Plastic 0.1012	样品	B(ref)	0.29918	ppm	9483.9	3
Plastic 0.1012	样品	Ba	8.4756	ppm	521320	3
Plastic 0.1012	样品	Ba(ref)	8.9044	ppm	370040	3
Plastic 0.1012	样品	Ba(ref)	8.8821	ppm	554590	3
